1375895195 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1375895492 4 0 0 0 0 0 0 0 0 319 0 0 0 0 0 0 0 0 0 0
1375925504 4 0 0 0 0 0 0 0 0 361 0 0 0 0 0 0 0 0 0 0
1375925570 4 0 0 0 0 0 0 0 0 412 0 0 0 0 0 0 0 0 0 0
1375925613 4 0 0 0 0 0 0 0 0 837 0 0 0 0 0 0 0 0 0 0
1375932039 4 0 0 0 0 0 0 0 0 1641 0 0 0 0 0 0 0 0 0 0
1376399860 4 0 0 0 0 0 0 0 0 1641 0 0 0 0 0 0 0 0 0 0
1376401620 4 0 0 0 0 0 0 0 0 1658 0 0 0 0 0 0 0 0 0 0
1376401730 4 0 0 0 0 0 0 0 0 1659 0 0 0 0 0 0 0 0 0 0
1376401889 4 0 0 0 0 0 0 0 0 1663 0 0 0 0 0 0 0 0 0 0
1376402909 4 0 0 0 0 0 0 0 0 1665 0 0 0 0 0 0 0 0 0 0
1376403129 4 0 0 0 0 0 0 0 0 1667 0 0 0 0 0 0 0 0 0 0
1376408282 4 0 0 0 0 0 0 0 0 1683 0 0 0 0 0 0 0 0 0 0
1376918966 4 0 0 0 0 0 0 0 0 1685 0 0 0 0 0 0 0 0 0 0
1376926254 4 0 0 0 0 0 0 0 0 1726 0 0 0 0 0 0 0 0 0 0
1376926321 4 0 0 0 0 0 0 0 0 1732 0 0 0 0 0 0 0 0 0 0
1376926352 4 0 0 0 0 0 0 0 0 1742 0 0 0 0 0 0 0 0 0 0
1376926440 4 0 0 0 0 0 0 0 0 1758 0 0 0 0 0 0 0 0 0 0
1376926557 4 0 0 0 0 0 0 0 0 1956 0 0 0 0 0 0 0 0 0 0
1376928808 4 0 0 0 0 0 0 0 0 2032 0 0 0 0 0 0 0 0 0 0
1376930849 4 0 0 0 0 0 0 0 0 2071 0 0 0 0 0 0 0 0 0 0
1376931740 4 0 0 0 0 0 0 0 0 2081 0 0 0 0 0 0 0 0 0 0
1376932040 4 0 0 0 0 0 0 0 0 2105 0 0 0 0 0 0 0 0 0 0
1376933238 24 0 0 0 0 0 0 0 0 2105 0 0 0 0 0 0 0 0 0 0
1376934326 24 0 0 0 0 0 0 0 0 2137 0 0 0 0 0 0 0 0 0 0
1376934332 24 0 0 0 0 0 0 0 0 2137 0 0 0 0 0 0 0 0 0 0
1377263845 24 0 0 0 0 0 0 0 0 2195 0 0 0 0 0 0 0 0 0 0
1377264342 24 0 0 0 0 0 0 0 0 2425 0 0 0 0 0 0 0 0 0 0
1377449890 24 0 0 0 0 0 0 0 0 2425 0 0 0 0 0 0 0 0 0 0
1377450602 24 0 0 0 0 0 0 0 0 2527 0 0 0 0 0 0 0 0 0 0
1377450666 24 0 0 0 0 0 0 0 0 2545 0 0 0 0 0 0 0 0 0 0
1377451209 24 0 0 0 0 0 0 0 0 2555 0 0 0 0 0 0 0 0 0 0
1388344402 24 0 0 0 0 0 0 0 0 2556 0 0 0 0 0 0 0 0 0 0
1388344507 24 0 0 0 0 0 0 0 0 2557 0 0 0 0 0 0 0 0 0 0
1388344532 24 0 0 0 0 0 0 0 0 2562 0 0 0 0 0 0 0 0 0 0
1388345056 24 0 0 0 0 0 0 0 0 2574 0 0 0 0 0 0 0 0 0 0
1388345217 24 0 0 0 0 0 0 0 0 2610 0 0 0 0 0 0 0 0 0 0
1388345429 24 0 0 0 0 0 0 0 0 2612 0 0 0 0 0 0 0 0 0 0
1388345507 24 0 0 0 0 0 0 0 0 2654 0 0 0 0 0 0 0 0 0 0
1388345653 24 0 0 0 0 0 0 0 0 2665 0 0 0 0 0 0 0 0 0 0
1388345831 24 0 0 0 0 0 0 0 0 2666 0 0 0 0 0 0 0 0 0 0
1388356777 24 0 0 0 0 0 0 0 0 2670 0 0 0 0 0 0 0 0 0 0
1388356824 24 0 0 0 0 0 0 0 0 2680 0 0 0 0 0 0 0 0 0 0
1388356904 24 0 0 0 0 0 0 0 0 2702 0 0 0 0 0 0 0 0 0 0
1388356964 24 0 0 0 0 0 0 0 0 2741 0 0 0 0 0 0 0 0 0 0
1388362728 24 0 0 0 0 0 0 0 0 2751 0 0 0 0 0 0 0 0 0 0
1388362770 24 0 0 0 0 0 0 0 0 2778 0 0 0 0 0 0 0 0 0 0
1388362864 24 0 0 0 0 0 0 0 0 2790 0 0 0 0 0 0 0 0 0 0
1388362918 24 0 0 0 0 0 0 0 0 2797 0 0 0 0 0 0 0 0 0 0
1388363002 24 0 0 0 0 0 0 0 0 2823 0 0 0 0 0 0 0 0 0 0
